img_idx,IoU_bg,IoU_pet,mIoU,Dice_bg,Dice_pet,mDice
99,0.041746457295255716,0.9233901834089785,0.4825683203521171,0.08014705882205612,0.9601693835957716,0.5201582212089139
100,0.20356443803231106,0.8783668974183789,0.5409656677253449,0.3382692801477508,0.9352452906038787,0.6367572853758148
101,0.3458636486075739,0.9228985691357289,0.6343811088716513,0.5139653618929425,0.9599035372422554,0.7369344495675989
102,0.33949593110263493,0.8634856872240508,0.6014908091633429,0.5069010263034864,0.9267424946100293,0.7168217604567579
103,0.2864557587670179,0.9551547913059708,0.6208052750364943,0.44534101824312505,0.9770630904041749,0.71120205432365
104,0.1252948113189078,0.9082645394661777,0.5167796753925428,0.2226879748464411,0.951927283331752,0.5873076290890966
105,0.045745080836624326,0.8831688941386765,0.4644569874876504,0.08748801533931581,0.9379603676415016,0.5127241914904087
106,0.2843883423029108,0.8765847099486545,0.5804865261257827,0.4428385604824191,0.9342340959099457,0.6885363281961824
107,0.3032334719485425,0.867501573518281,0.5853675227334117,0.46535556134106953,0.9290504338199307,0.6972029975805001
108,0.13299920098690346,0.8126363707702494,0.4728177858785764,0.23477368893297362,0.8966347402870806,0.5657042146100271
109,0.06051282051193388,0.9015401624604187,0.48102649148617627,0.11411992262898425,0.9482210055389083,0.5311704640839463
110,0.22021961378099036,0.8355847224870097,0.527902168134,0.3609507850781298,0.9104289355327461,0.635689860305438
111,0.2530276118157109,0.927683721801298,0.5903556668085044,0.40386597937623886,0.9624854028797177,0.6831756911279783
112,0.3310663527741645,0.8757349487343887,0.6034006507542766,0.4974453032850947,0.9337512736810409,0.7155982884830678
113,0.20669291338388926,0.866368760952983,0.5365308371684361,0.34257748776242847,0.9284004094781442,0.6354889486202864
114,0.1978491092669087,0.8452143332369464,0.5215317212519276,0.3303406209284467,0.9161150745607299,0.6232278477445883
115,0.0,0.8977966308580051,0.44889831542900255,0.0,0.9461463006730135,0.47307315033650676
116,0.289121376005948,0.8712484945790907,0.5801849352925194,0.4485557083875615,0.9311948649290056,0.6898752866582836
117,0.0741011705677874,0.8633439770452692,0.4687225738065283,0.1379780091452955,0.9266608717240559,0.5323194404346757
118,0.028527251642608987,0.807172341828215,0.41784979673541195,0.0554720384842493,0.8932986889470031,0.47438536371562623
119,0.27604518682749785,0.8803707899215336,0.5782079883745157,0.4326573849846197,0.9363799891384941,0.6845186870615569
120,0.24935912374544114,0.8449603696678032,0.5471597467066222,0.3991792575987118,0.9159658749959423,0.6575725662973271
121,0.2109691492643975,0.9210993736547302,0.5660342614595638,0.34843026247621683,0.9589294403885167,0.6536798514323667
122,0.2585562696139698,0.8401636703382303,0.5493599699761,0.4108775679823603,0.9131401558251657,0.662008861903763
123,0.18505477308052876,0.9025375485426602,0.5437961608115944,0.3123142951434762,0.948772390047179,0.6305433425953275
124,0.39068659658023414,0.8779348130096284,0.6343107047949312,0.561861453962311,0.9350003066428346,0.7484308803025728
125,0.10612049347100107,0.8845630317078351,0.4953417625894181,0.1918787222502233,0.9387460295304885,0.5653123758903559
126,0.11927568560399848,0.8961424791481948,0.5077090823760966,0.21313012895412506,0.9452269425985007,0.5791785357763128
127,0.3380559319904145,0.9144317747469193,0.626243853368667,0.5052941718027318,0.9553035911847041,0.7302988814937179
128,0.14790132117212787,0.8866051562899494,0.5172532387310387,0.25768995721880533,0.9398947663574481,0.5987923617881267
129,0.2836983993230444,0.8917602877042555,0.5877293435136499,0.44200164068546344,0.9427836005442852,0.6923926206148743
130,0.30086862106079404,0.8974109774541585,0.5991397992574763,0.46256572906716825,0.9459321023411124,0.7042489157041403
131,0.06306818181778366,0.7700388924171095,0.4165535371174466,0.11865312666952518,0.8700813250103997,0.49436722583996245
132,0.39212279176958986,0.9331826574124066,0.6626527245909982,0.5633451216916647,0.965436611832102,0.7643908667618834
133,0.09947643978871586,0.9259122515523261,0.512694345670521,0.18095238094930355,0.9615310882476823,0.5712417345984929
134,0.2538949275339321,0.8686974957345118,0.5612962116342219,0.40497002094629075,0.9297358162221552,0.667352918584223
135,0.17348538845084127,0.9098555636733938,0.5416704760621176,0.29567541301876,0.9528003907514223,0.6242379018850912
136,0.23756252841984934,0.8667757930187738,0.5521691607193115,0.3839200411524662,0.9286340612089314,0.6562770511806988
137,0.1575781876487813,0.8686135951459124,0.5130958913973469,0.27225493591728217,0.9296877614529888,0.6009713486851355
138,0.1460022015396177,0.8668164864134295,0.5064093439765236,0.2548026545559308,0.9286574151471922,0.5917300348515615
139,0.21878094894914213,0.8625011884751648,0.5406410687121534,0.3590160301369652,0.9261751818599343,0.6425956059984498
140,0.23457047539371798,0.8839869797413583,0.5592787275675382,0.38000337780459376,0.9384215382026853,0.6592124580036395
141,0.14608433734810342,0.8491242349760528,0.49760428616207814,0.25492772667345653,0.9184069073509812,0.5866673170122189
142,0.3575626959212621,0.8940309601510938,0.625796828036178,0.5267715399009469,0.9440510519213199,0.7354112959111334
143,0.3483818330113084,0.9239051036921206,0.6361434683517145,0.5167406212130219,0.9604476872784176,0.7385941542457197
144,0.11825095056921814,0.8557207739674365,0.4869858622683273,0.21149268955957587,0.9222516511877474,0.5668721703736617
145,0.0778097982702527,0.8266012292721484,0.45220551377120055,0.1443850267368649,0.9050702649549041,0.5247276458458845
146,0.1839644914516577,0.8641095804226204,0.524037035937139,0.3107601499536511,0.9271016999190728,0.6189309249363619
147,0.11566078012695845,0.858355091382478,0.48700793575471824,0.2073404070255058,0.9237794169293293,0.5655599119774175
148,0.3530216364044638,0.9170135732157567,0.6350176048101103,0.5218270379512744,0.9567105690101948,0.7392688034807346
149,0.1231095536690971,0.8518870422565819,0.4874982979628395,0.21922982182265185,0.9200205226540502,0.5696251722383511
150,0.05145383893807512,0.8913463899789855,0.4714001144585303,0.09787179813816908,0.9425522418332785,0.5202120199857238
151,0.054693533665276316,0.7920842534385594,0.42338889355191783,0.10371455198972364,0.8839810426532667,0.4938477973214952
152,0.12234042553083031,0.8456886339534172,0.4840145297421238,0.21800947867126375,0.9163936087550955,0.5672015437131797
153,0.17119448037762833,0.87977731907037,0.5254858997239992,0.29234167893692614,0.9360441900697657,0.6141929345033459
154,0.39620724686423797,0.8828053108964066,0.6395062788803223,0.5675479020096559,0.9377552801527861,0.752651591081221
155,0.4220079410048552,0.9175779733387511,0.6697929571718032,0.5935380933339167,0.9570176400609455,0.7752778666974312
156,0.07186169526419996,0.8892873082058984,0.4805745017350492,0.13408762638259403,0.9413997588862033,0.5377436926343987
157,0.22835374537006298,0.8261322979659129,0.527243021667988,0.37180453306839134,0.904789098671682,0.6382968158700366
158,0.1046013911168459,0.8966241467694712,0.5006127689431585,0.18939210462352393,0.9454948132941313,0.5674434589588276
159,0.17940102264295543,0.8219086873798004,0.5006548550113779,0.3042239563959852,0.9022501435698603,0.6032370499829227
160,0.07134209615988116,0.8340467617548267,0.45269442895735396,0.13318266203783047,0.9095152633478177,0.521348962692824
161,0.24940323578596582,0.8646256876331585,0.5570144617095621,0.39923577695726553,0.9273986659817621,0.6633172214695138
162,0.21221204076207748,0.8541184306497921,0.5331652357059348,0.3501236312232418,0.9213202528281419,0.6357219420256919
163,0.20147006730250203,0.8574635241288353,0.5294667957156687,0.33537259526545754,0.9232628398783683,0.6293177175719129
164,0.19634982851302854,0.8973769414842141,0.5468633849986213,0.32824818265252126,0.9459131940143062,0.6370806883334137
165,0.16851254731293266,0.9078092454986355,0.5381608964057841,0.2884223155334322,0.9516771633647949,0.6200497394491136
166,0.19452034561557846,0.8266032876524966,0.5105618166340375,0.3256877897970591,0.9050714988198951,0.6153796443084771
167,0.1502922661853609,0.8822567329695443,0.5162744995774526,0.26131144336693723,0.9374456922012451,0.5993785677840912
168,0.24407146035829314,0.8072839846332767,0.5256777224957849,0.39237530662105286,0.8933670540959128,0.6428711803584828
169,0.15923421712254626,0.8255517023946634,0.4923929597586048,0.2747231142258685,0.9044407795317413,0.5895819468788048
170,0.11664876476781257,0.8723972071359621,0.4945229859518874,0.20892651019421962,0.931850575092867,0.5703885426435433
171,0.11162988115291979,0.903022533861178,0.5073262075070489,0.20084001527044879,0.9490402954178071,0.5749401553441279
172,0.2704314275669025,0.8667776852608935,0.568604556413898,0.4257316399749742,0.9286351471892124,0.6771833935820932
173,0.30338330631783444,0.8900401336708879,0.5967117199943611,0.46553198103314264,0.9418214119530123,0.7036766964930774
174,0.04991047448466975,0.8695652173899684,0.4597378459373191,0.09507567682695506,0.9302325581387705,0.5126541174828627
175,0.10654874710353181,0.8684830450671557,0.48751589608534374,0.1925784966680059,0.9296129792132433,0.5610957379406246
176,0.19373678380632628,0.8741275231074732,0.5339321534568997,0.32458878110228095,0.9328367598572914,0.6287127704797861
177,0.14614720276224788,0.8609969849860794,0.5035720938741636,0.25502344273061767,0.925307232555801,0.5901653376432093
178,0.035148952905146254,0.6972123231657993,0.3661806380354728,0.06791090848616654,0.8215970549463059,0.4447539817162362
179,0.04275184275142258,0.8503863227894343,0.44656908277042845,0.08199811498508955,0.9191446265204636,0.5005713707527766
180,0.22127930412409802,0.8843026004714195,0.5527909522977588,0.36237296968329386,0.9385993526200966,0.6504861611516952
181,0.07131537242330992,0.9280716828266109,0.4996935276249604,0.1331360946720944,0.9626941685757554,0.5479151316239249
182,0.19963269053994825,0.8624412108190044,0.5310369506794763,0.3328230251046171,0.9261406006364601,0.6294818128705386
183,0.28910286519153233,0.9040175032487173,0.5965601842201248,0.4485334304932726,0.9495894882334258,0.6990614593633492
184,0.12930456920636066,0.8993665887149039,0.5143355789606323,0.22899857617193878,0.947017383646206,0.5880079799090724
185,0.20142949967347765,0.844075107839311,0.5227523037563943,0.3353163872340771,0.9154454764354012,0.6253809318347392
186,0.14248994188486264,0.8805963181387146,0.5115431300117886,0.24943754279321687,0.9365075424695806,0.5929725426313988
187,0.247296034181818,0.8176672273243342,0.5324816307530761,0.39653142061665486,0.8996885843928288,0.6481100025047418
188,0.26798592787803,0.8668085583048748,0.5673972430914525,0.42269542900448986,0.9286528652857325,0.6756741471451112
189,0.29139010050927944,0.880361173813489,0.5858756371613842,0.45128129818304363,0.9363745498191307,0.6938279240010872
190,0.17600087508011375,0.8821624665620439,0.5290816708210788,0.299320993393179,0.9373924751282507,0.6183567342607149
191,0.06458681135157984,0.8619005807402346,0.4632436960459072,0.12133686170615174,0.925828789846093,0.5235828257761224
192,0.29581657280534335,0.858500784039738,0.5771586784225406,0.4565716769078253,0.9238637846293012,0.6902177307685633
193,0.4110272908762921,0.9141369216074232,0.6625821062418576,0.5825929711409498,0.9551426664292793,0.7688678187851146
194,0.17455375674372609,0.8754345851459965,0.5249941709448613,0.29722565824087976,0.9335805067046332,0.6154030824727565
195,0.1104854664417823,0.9098133004151986,0.5101493834284905,0.19898588460738678,0.9527772167231244,0.5758815506652556
196,0.2874980848759959,0.8494569703626411,0.5684775276193185,0.4465996311034295,0.9186014965204405,0.682600563811935
197,0.09722996839380499,0.9253072462416359,0.5112686073177204,0.17722805828232416,0.9612047615235589,0.5692164099029415
198,0.25359440030028757,0.874457083762828,0.5640257420315578,0.40458764053116586,0.9330243848607329,0.6688060126959494
199,0.09762340036444091,0.8856260137469906,0.49162470705571576,0.17788141238976368,0.9393442891542777,0.5586128507720207
200,0.059975084534081013,0.8371311399573909,0.4485531122457359,0.11316319677540997,0.9113460892909439,0.5122546430331769
201,0.06692607003816646,0.8707456802278147,0.4688358751329906,0.12545587162524272,0.9309075941544096,0.5281817328898262
202,0.13364355514068268,0.8547737909503046,0.49420867304549365,0.23577702979857337,0.9217013903483681,0.5787392100734707
203,0.31652796593461846,0.8865654862267942,0.6015467260807064,0.48085262770686615,0.939872474821916,0.7103625512643911
204,0.33765713827898425,0.865098908982754,0.6013780236308691,0.5048485574015034,0.9276708112542822,0.7162596843278928
205,0.31144651316171146,0.9003332854918746,0.605889899326793,0.47496639784547234,0.9475530343708483,0.7112597161081603
206,0.19898175646797853,0.8813697769386092,0.5401757667032938,0.3319179051633765,0.936944759868298,0.6344313325158373
207,0.19657078609391387,0.8648286515954714,0.5306997188446927,0.32855688669384886,0.927515405617089,0.6280361461554689
208,0.3009156930817712,0.8940281123842972,0.5974719027330342,0.46262135921955805,0.9440494642488173,0.7033354117341877
209,0.44439157844124666,0.9244174757266596,0.6844045270839532,0.6153339372427297,0.9607244658569729,0.7880292015498513
210,0.19677446171588014,0.8470452278794234,0.5219098447976518,0.32884134481572075,0.9171894819835122,0.6230154133996165
211,0.11745350500547277,0.9046743413414129,0.5110639231734428,0.21021636153872467,0.949951728445372,0.5800840449920484
212,0.16319068255466967,0.9039498841912857,0.5335702833729777,0.28059145418231934,0.9495521827511169,0.6150718184667181
213,0.2510570220517534,0.8965250477574693,0.5737910349046114,0.4013518450821944,0.9454397122965057,0.6733957786893501
214,0.01859771258062061,0.8489953939603528,0.4337965532704867,0.036516305408743246,0.9183315401796588,0.47742392279420104
215,0.02624801901717266,0.8493818081523964,0.4378149135847845,0.051153363574450786,0.9185575465360086,0.4848554550552297
216,0.0,0.9122161865220456,0.4561080932610228,0.0,0.9540931542695409,0.47704657713477044
217,0.4657534246485481,0.9561325686750164,0.7109429966617822,0.6355140186832234,0.9775744077740615,0.8065442132286424
218,0.1596955128192332,0.8349621516125537,0.49732883221589347,0.2754093829871111,0.9100592629431555,0.5927343229651333
219,0.45441780081600325,0.917640920280915,0.6860293605484591,0.6248793167424813,0.95705187616302,0.7909655964527507
220,0.4487531248067267,0.8445922717257209,0.6466726982662239,0.6195025461865262,0.915749550371429,0.7676260482789776
221,0.12003586984217222,0.8936670846284096,0.5068514772352909,0.21434290289129196,0.9438481472088026,0.5790955250500472
222,0.13846447669712636,0.9303976176869198,0.5344310471920231,0.24324777721450683,0.9639440177115011,0.6035958974630039
223,0.35170562223348306,0.8655905176633614,0.6086480699484222,0.5203878957791775,0.9279533846982748,0.7241706402387262
224,0.1545303605294766,0.8890134354601389,0.5217718979948077,0.26769388803012123,0.9412462810182045,0.6044700845241628
225,0.24832758969948987,0.8824461845720406,0.5653868871357652,0.3978564468951132,0.9375526289190125,0.6677045379070629
226,0.26151863387110386,0.8910318378458486,0.5762752358584762,0.41460922867006117,0.9423763471490351,0.6784927879095481
227,0.1629478315512025,0.8321200088228671,0.4975339201870348,0.280232401024995,0.9083684527385324,0.5943004268817638
228,0.21066073488045262,0.8478699248942538,0.5292653298873532,0.34800952704764876,0.9176727360209339,0.6328411315342913
229,0.27991337303432684,0.8943622817732929,0.5871378274038099,0.4373942470352166,0.9442357360874918,0.6908149915613542
230,0.006208135925400945,0.9071269351722081,0.4566675355488045,0.012339665529918175,0.9513021062651995,0.48182088589755884
231,0.2607872026914251,0.8886104855832906,0.5746988441373578,0.41368948246733145,0.9410203875987128,0.6773549350330221
232,0.4507058823476387,0.9243335224034935,0.6875197023755661,0.6213607979837696,0.9606791251539395,0.7910199615688546
233,0.24991066110482535,0.9007377281741216,0.5753241946394735,0.39988563804059957,0.947776976089578,0.6738313070650888
234,0.3348157560325393,0.8814978899528166,0.6081568229926779,0.501665873390211,0.9370171443295346,0.7193415088598728
235,0.1168708765305726,0.8393847784067204,0.4781278274686465,0.20928270042033537,0.9126799223964412,0.5609813114083884
236,0.118422959847537,0.9060245059396683,0.5122237328936027,0.21176775531088948,0.9506955478444902,0.5812316515776899
237,0.20456422965505405,0.8787978915885787,0.5416810606218163,0.33964852121440503,0.935489544163294,0.6375690326888495
238,0.44969727129095377,0.8896263765497394,0.6696618239203466,0.6204016248033617,0.9415897106327489,0.7809956677180553
239,0.46596824988453006,0.8574443262518315,0.6617062880681808,0.6357139725519062,0.9232517111100531,0.7794828418309796
240,0.12360440826821577,0.8093544343453316,0.46647942130677367,0.2200141034667606,0.8946333774987273,0.5573237404827439
241,0.2924547910976418,0.9469194904006816,0.6196871407491616,0.45255709230536256,0.9727361558292303,0.7126466240672964
242,0.315391791041834,0.881924221702386,0.5986580063721101,0.47954045812013657,0.9372579528251128,0.7083992054726247
243,0.15153080997091423,0.8979537933270699,0.524742301648992,0.2631815122250036,0.9462335663640972,0.6047075392945503
244,0.1849001663855054,0.9393784707705858,0.5621393185780456,0.31209408460045474,0.9687417746751994,0.6404179296378271
245,0.2318658937767215,0.923457599598908,0.5776617466878148,0.37644664885697005,0.9602058291188467,0.6683262389879083
246,0.2419047619014707,0.912607045388951,0.5772559036452108,0.38957055214297137,0.9543068949673995,0.6719387235551855
247,0.16698217384313785,0.833472618614558,0.5002273962288479,0.28617776275575413,0.9091737832925607,0.5976757730241574
248,0.010005175090391493,0.9123522404457797,0.46117870776808556,0.01981212638736444,0.9541675651062123,0.48698984574678833
249,0.16653422635751464,0.8854047979508258,0.5259695121541702,0.28551965745148383,0.9392198417158356,0.6123697495836598
